EG012,5,EGKH-RGR(Royal Gurkha Rifles) Engraved Display Khukuri/Kukri Wooden Stand- Two Tier Handmade Wooden Kukri Stand-Real Wood Nepaloden Sword Display,"This is 10 inch khukuri display wooden stand for standerd size 10 inch blade khukuri. We have wooden stand for all size kukri, just let us know which size do you need? This double rack mounted khukuri display stand is completely handmade by using only conventional domestic tools. It is made out of treated wood called Ashna, famously known in Nepal as “Seesau”. The process of making a single stand is very slow and laborious. It is as time consuming as making a Khukuri, costing almost a complete day to finish one. All stands are made in Kathmandu where skill craftsmen work around the clock to give quality and quantity. They are foldable (hands come apart) so that they can be carried and transported very easily. Please take a chance to professionally expose your Nepalese Khukuri by placing it on this custom engraved stand. This is a unique, special item, and it will bring new way of keeping typical Nepalese khukuri (kukri) knifes.",EG012,45.9,,,20,,
EG013,6,"EGKH-Genuine Gurkha Full Tang Rust Free Blade Kukri Knife - 8"" Blade Panawal Angkhola Village Farmer Kukri ","8"" Rust Free Blade Panawal Angkhola Farmer Khukuri Full Tang Handle Kukri. Ang + khola are two different words that take two different meaning. Angkhola is a popular village from eastern side of Nepal. The handle of the khukuri from this village is always single piece that goes all the way through bottom of the blade. Ang means the back part of the human body and Khola means Kholeko (open). It means the blade part of this special design looks the same when a human back body is without cloth or it can say in simple language, up and down that is called Pata Pareko in Nepali language. This vary deisgn is famous for the heavy duty working knife to cut harder things like wood, fire-wood etc. The main reason to be single piece from the handle side is to grip the metal piece too while using. The steps on the blade so that while work with the knife it doesn't strike and can easily re-charge the knife and cThomplete the work easily and comfortably. carbon steel or the truck spring steel (this is the one of the best and strongest steel that are tempered give the shape for the heavy or strong duty). Specification of 8"" Rust Free Blade Panawal Angkhola Farmer Kukri: This is handcrafted kukri therefore please note that each one might have slight variations in measurement Blade Size & Type: 8"" OR 20cm, Highly Grade Carbon Steel, Rust Free Blade. Blade Thickness: 10mm at the spine(Approx). Handle size: 4.55"" or 11.25cm, Full tang made of Indian Rosewood. Overall Length: 12.5"" 31.25cm from tip to pommel (Approx) Sheath: Cotton Covered in Buffalo hide Blade Weight: 1.10 lbs or 17.65 oz or 500 grams. Overall Weight: 32 oz or 800 grams (Blade, Sheath & two small knives) Shipping Weight: 1 Kg Origin: Ex Gurkha Khukuri House factory Angkhola Village in Eastern Nepal. Blade Hardness: spine: 22-25 RC, Belly: 45-46 RC, Edge: 58-60 RC",EG013,69.99,,,20,,
EG014,1,"EGKH- 12"" Blade World War II 'The Survival Alive' Kukri Full Tang with Brown Leather Sheath","12"" Blade World War II 'the Survival alive' Kukri Full Tang- As we see continue demands of one of the best practical and best selling Kukri here we came up with one of best ever-made the 12"" Blade 'The Survival Kukri'. Within Knife Collector community; this Kukri this one is one of most demanding since the kukri featured with the shape of blade used in Burma and Malaya Jungle during world War II by the Gurkhas. The semi -polished blade is made of highly graded carbon steel with balance water temper on the edge this made this blade so strong and durable. the full tang handle is made of strongest Dark Rosewood. The kukri has bolster made of white metal and functional blood dropper. The blade can be used for any things , for camping, for cutting wood, bone or clearing bushes. The overall length of the Kukri is approximately 18"" (45.72 cm) with Semi-polished Blade 12"" (30.48 cm) and handle is 5.5"" (14 cm) Full tang made of Dark Rosewood. The unique and very improved sheath is made of processed black leather. It Weighs approximately 1.75 lbs or 800 grams. Two Accessory Knives: The Karda; which has a sharp edge is used of skinning animal hairs & other one is called Chakmak (blunt) is used for sharpening blade. This Kukri comes with Black Leather Sheath and two accessory small utility knives. The Karda; which has a sharp edge is used of skinning animal hairs & other one is called Chakmak (blunt) is used for sharpening or honing the Kukri blade. The craftsmanship on this knife is amazing so if you are looking for the finest quality Kukri you will not be disappointed. br> Blade Hardness: Spine: 22-25 RC, Belly: 45-46 RC, Edge: 58-60 RC, Steel Type: 5160 Spring This is handcrafted knife therefore please note that each one might have slight variations in measurement.",EG014,106.75,,,20,,
EG015,7,"EGKH- 14"" Predator EUK Knife, Survival Machete, Military Hunting Khukuri","This is 14"" Predator Knife with Extra Utility Knives. This is of the latest product of Ex Gurkha Khukuri House (EGKH). Commando Tactical Knife Combat Knife is designed for survival and for Military Combat Equipment. Survival Knife redesigned for Military, Tactical Combat use. The Tracker Knife is a tool that performs multiple functions. Each area of the knife is made to execute several functions with ease. There is a chopping blade, a carving blade, and a pounding area. The Tracker Knife can chop, split, carve, score, scrape, notch, and drill wood, bone, and even antler. This is with blocker gripper handle so very easy to work. It can be used to gut and skin an animal, then scrape the hide. It can be lashed to a pole for use as a spear. It is an extremely versatile and useful knife and there is 4.5 inch extra utility knives on scabbard. It is an extremely versatile and useful knife. Blade Size and Type : 14 inch (35cm) Handmade and Rust Free blade . Handle Size : 5 inch (12.5cm) Rosewood full Tang handle. Overall length : 19 inches. Material Used : Highly Graded Carbon Steel, Refine Water Buffalo Leather for Scabbard(outside) and Rosewood for the Handle, Pinewood for the Scabbard (inside), Whitemetal and ""Laha"" ( Nepali Traditional Glue) . Weight : 1500 gms (60 Oz. Approx) with packaging, Net weight only knife is 800 gms. Upper Spine : 4mm. Lower Spine : 3mm. Belly : 6.7cm. Handle Circumference : 4.3 Inch. Extra Utility Knives Detail: Blade Size : 4.5 inch. Handle Size : 3.5 inch. Weight : 300gms. Hardness of steel : spine=22-25 RC, belly=45-46 RC, edge=54-55 RC.",EG015,185.99,,,20,,
EG016,1,EGKH. Full Tang Service No 1 Remade Kukri - Gurkha Army Issue Khukuri Knife,"This is Full Tang Service No 1 Remade Kukri is most common and popular khukuri among the Gurkha soldiers. This khukuri (kukri) is the most popular army Kukri (Service No 1), very famous because of its close association with the Gurkha's gets a remade and now becomes more stronger and steadier because of the flat tang blade invested and with two rivets bolting from both sides. All Khukuris have two pockets on the back of the scabbard which hold a blunt steel called ""chakmak"" for sharpening the blade or for striking spark from flint and a little knife known as ""karda"" used for skinning small animals such as rabbits. The notch (kaura or kaudi) in the blade near the hilt of most khukuris serves as conduit for the blood on the blade to drip out, thus preventing it from soiling the hilt, as well as a device for catching and neutralizing and enemy blade. Blade Size and Type : 10.5 inch (26 cm) and Polished blade . Handle Size and Type : 5.5 inch (14 cm) Buffalo horn full tang handle. Upper Spine : 10 mm. Lower Spine : 4 mm. Belly : 5.8 cm. Handle Circumference : 3.9 Inch. Hardness of steel : spine=22-25 RC, belly=45-46 RC, edge=58-60 RC. Scabbard : Cotton Covered in buffalo leather. The scabbard has single frogs which are leather loops used to attach to the belt. Product Description",EG016,129.99,,,20,,
EG017,8,"EGKH. 100% Handmade & Hand Forged Nepalese Kukri - Typical Village khukuri- 10.5"" Full Tang Gurkha Jungle Blade","EGKH 100% handmade & Hand Forged Nepalese Kukri - Typical village khukuri- 10.5"" Full Tang Gurkha Jungle Blade by Ex Gurkha Khukuri House Nepal. Kukri is the distinctive curved Nepalese knife that is very popular with the Gurkhas & Nepalese people. It is the basic utility knife of the Nepalese people. The Kukri is respected throughout the world for its fearful effectiveness as a close combat knife. It is, similar to a machete, used as utility knife Nepal. It is a characteristic survival blade of of the Nepalese army, the Royal British Gurkhas regiment of British Army, Gurkha regiments of the Indian army, Singapore police and Royal Brunei Guard. Some English speakers refer to this knife as a Gurkha blade or Gurkha knife. The Kukri is effective as a chopping and slashing knife. While most famed from use in the military, the Kukri is the most commonly used multipurpose tool in the fields and homes in Nepal. Its use has varied from building, clearing, chopping firewood, digging, slaughtering animals for food, cutting meat and vegetables, skinning animals, and opening cans. Its use as a general farm and household tool. The Kukri can be use as survival knife or camping knife for outdoor lover. *Specification of 10.5"" Full Tang Blade Gurkha Jungle Kukri : This is handcrafted kukri therefore please note that each one might have slight variations in measurement. Material UsedHighly Graded Carbon Steel 5160, refine water Buffalo Leather for Scabbard(outside) and Rosewood for the Handle, Pinewood for the Scabbard (inside), Brass, white metal and ""Laha"" ( Nepali Traditional Glue). Blade Size and Type10.5 inch (26.67 cm), Hand Forged Rust free Blade. Handle Size and Type5 inch (12.7 cm) full tang rosewood Handle. Upper Spine 6 mm. Lower Spine3 mm. Handle Circumference4 Inch. Belly2 Inch. Hardness of steel Spine=22-25 RC, Belly=45-46 RC, Edge=58-60 RC. Blade Weight(Gms)600.00 * Shipping weight: 1.5 Kg. * Origin: Hand forge at Ex Gurkha Khukuri House factory in Dharan, East Nepal.",EG017,112.99,,,20,,
EG018,4,"EGKH. Genuine Gurkha Full Tang Raw Blade Kukri - 4"" Panawal Paper Knife Khukuri","This is 4"" Blade Panawal Paper Knife Khukuri, Panawal Kukri is heavy type khukuri (kukri) is similar to Angkhola khukuri (kukri) with groove on the blade, except the handle. The handle is unique compared to other khukuri, the metal of the blade in the handle area is flat(full tang) and can be seen all around the handle. Rosewood are joined strongly from both sides with two rivets which makes it stronger than the other khukuri (kukri). * Specification of 4"" Panawal Paper Knife Khukuri : This is handcrafted kukri therefore please note that each one might have slight variations in measurement Blade Size & Type: 4"" OR 10cm, Highly Grade Carbon Steel, Unpolised Blade. Blade Thickness: 6mm at the spine(Approx). Handle size: 5"" or 12.7cm, Full tang made of Indian Rosewood. Overall Length: 9"" OR 22.86cm from tip to pommel (Aprox) Sheath: Cotton Covered in Refine Water Buffalo hide Blade Weight: 4 oz or 100 grams. Overall Weight: 8 oz or 300 grams (Blade, Sheath & two small knives) Shipping Weight: 0.5 Kg , Blade Hardness: spine: 22-25 RC, Belly: 45-46 RC, Edge: 58-60 RC, Steel Type: 5160",EG018,49.99,,,20,,
EG019,7,"EGKH-10 Inch Bumpak Kitchen New Version Knives-Black Leather Sheath Working,Military Knives","This is one of the exclusive product of Ex Gurkha Khukuri House (EGKH). This is 10 inch blade bumpak (Dau) Kitchen New Version knives. This is kitchen knife. It is used to chopping vegetable, meat, wood ect. It is black sine blade so it not necessary to clean after used. This is rust free blade, So that it is very good for using. This bumpak kukri handle is full tang blade so it is very strong handle. Almost Nepalese people used this type of blade at kitchen.",EG019,83.99,,,20,,
EG020,2,"EGKH-Pana Panjawal Gurkha Kukri ,Khukuri ,Nepalese Kukri","10.25"" Blade Service Full Tang Gripper handle Kukri: one of the Nepal Army known as Gurkhas (British Gurkha Army has used for World War I ) Standard Issues. -- This is the actual World War I issue Kukri Knife & is specially developed to carry out in different jungle task & also fight for Survival. This kukri is heaver then standard Jungle or PRI issue. It is designed for rough use therefore it is unpolished finish. The kukri has got lanyard hole on the handle for safety. The scabbard is made of water buffalo leather. The sheath has belt loop with frog. Handle and blade is made of same piece of spring steel. The Blade is tempered with pouring cold water while it is heated at this knife making process continue. The Balance temper on the edge and blade makes it very strong to cut bones. Handle is made of dark Rosewood. The handle is strongly joined with the blade by two rivets. This knife can be used for in Kitchen as well as outdoor for camping or as survival Knife. Each area of the Kukri is made to execute several functions with ease. ¬¬______The overall length of the Kukri is 15.5 inches with 10.25"" semi-polished blade and 5.25"" full tang handle. Simple and improved sheath with belt loop is made of processed dark brown leather. It Weighs about 1.75 lb or (775 grams) with sheath. The craftsmanship on this knife is amazing so if you are looking for the finest quality working kitchen or bone chopping knife you will not be disappointed. ______Two Small Accessory Knives: The Karda; which has a sharp edge is used of skinning animal hairs & other one called Chakmak which has blunt edge is used for sharpening blade. ______Blade Hardness: Spine: 22-25 RC, Belly: 45-46 RC, Edge: 58-60 RC, Steel Type: 5160 Car Spring _________this is handcrafted knife therefore please note that each one might have slight variations in measurement.",EG020,90.99,,,20,,
EG021,11,"EGKH.- Gurkha Hand Forged Kukri - 21"" Traditional Sirupate 3 Chira(Fullers) Shot Knife/Khukuri","This kind of blade is very useful to light work, now day British Gurkhas also use similar this kind of light blade for jungle training. This blade can be used to chop wood or bone cleaning bushes and other kind of domestic and jungle work. The notch (kaura or kaudi) in the blade near the hilt of most khukuris serves as conduit for the blood on the blade to drip out, thus preventing it from soiling the hilt, as well as a device for catching and neutralizing and enemy blade. Specifications: Material Used: Highly Graded Carbon Steel 5160, water Buffalo Leather for Scabbard(outside) and rosewood for the Handle, Pinewood for the Scabbard (inside), Brass, white metal and ""Laha"" ( Nepali Traditional Glue). Blade Size and Type:21 inch (53.34 cm), Hand Forged polished Blade. Handle Size and Type12 inch (30.48 cm) Full tang rosewood Guard Handle. Upper Spine7 mm. Lower Spine3 mm. Handle Circumference4.5 Inch. Belly5.3 cm. Hardness of steelSpine=22-25 RC, Belly=45-46 RC, Edge=58-60 RC. Weight(Gms)1200.0000",EG021,192.99,,,20,,
EG022,9,"EGKH-Genuine Full Tang Hand Forged Blade Khukri Knife - 10"" Blade Gurkha Ww I Historic Bushcraft Kukri ","This Kukri is a very famous among Military Knife collectors because of the fact that the very design of this Kukri was carried/used by the Gurkhas in hand-to-hand battle in the Jungle of Burma during world War 1st. This Kukri knife played a very significant role in creating the history of the Gurkhas. This Kukri was also great to use for any kind of heavy works. It can be used to chop wood, fire wood, bone, cleaning bushes. The blade is made of Highly Graded Carbon Steel and its semi-polished. It is broad and more curved then Standard Kukris therefore it is perfect while use. The Handle is flat full tang. Unlike other handle (Not Rat tail), the handle and Blade is a one single piece and visible all around the handle (See pictures). Two Rosewood pieces joint (Attached) strongly to the metal part of handle with three metal rivets and adjust lanyard hole on handle. Special Brown Sheath is made of Genuine Buffalo Leather. The blade measures 10"" long while the handle is 5.5"" therefore; the overall length of the Kukri is 15.5 inches. The widest part of the blade is 5.3cm and the spine is 8mm at the thickest part. The weight of the kukri blade is 700 grams. The Blade, Handle, Scabbards and even small knives called Karda and chakmak are high end finished. Specification of 10"" Blade Gurkha Ww I Historic Bushcraft Kukri : This is handcrafted kukri therefore please note that each one might have slight variations in measurement Blade Size & Type: 10"" OR 25.40cm, Highly Grade Carbon Steel, Semi-Polished. Blade Thickness: 10mm at the spine(Approx). Handle size: 5.5"" or 13.97cm, Full tang made of Indian Rosewood. Overall Length: 15.5"" OR 39.37cm from tip to pommel (Aprox) Sheath: Cotton Covered in Refine Buffalo hide Blade Weight: 650 grams. Overall Weight: 850 grams (Blade, Sheath & two small knives) Shipping Weight: 1 Kg Origin: Own factory in Kathamandu Nepal.",EG022,141.99,,,20,,
EG023,8,"EGKH-12"" Blade Survival Khukuri- Carbon Steel Full Tang Blade, Rosewood Handle with Lanyard Hole, Leather Sheath(18"" Overall Length)","Spec of 12"" long blade famous Survival Gurkha Kukri Knife: This is handcrafted kukri therefore please note that each one might have slight variations in measurement. Blade size: 12 inches, semi-polished blade Handle size: 5.5 inches full tang dark white sadan wood handle Overall Length: 17.5 inches from tip of the blade to pommel (Approx). Weight: about 1.75 lbs (28 oz) with blade, sheath & utility knives. Scabbard: Cotton Covered in Buffalo leather Origin: Hand forge at Ex-Gurkha Kukri House factory in kathamandu Nepal. Blade Hardness: spine: 22-25 RC, Belly: 45-46 RC, Edge: 58-60 RC, Steel General Information about Kukri: The Kukri is the distinctive curved Nepalese knife that is very popular with the Gurkhas & Nepalese people. It is the basic utility knife of the Nepalese people. The Kukri is respected throughout the world for its fearful effectiveness as a close combat knife. It is, similar to a machete, used as utility knife Nepal. It is a characteristic survival blade of of the Nepalese army, the Royal British Gurkhas regiment of British Army, Gurkha regiments of the Indian army, Singapore police and Royal Brunei Guard. Some English speakers refer to this knife as a Gurkha blade or Gurkha knife. The Kukri is effective as a chopping and slashing knife. While most famed from use in the military, the Kukri is the most commonly used multipurpose tool in the fields and homes in Nepal. Its use has varied from building, clearing, chopping firewood, digging, slaughtering animals for food, cutting meat and vegetables, skinning animals, and opening cans.",EG023,75.99,,,20,,
